model,instance_id,topic_label,n_variants,sms,auc_e,trd,kpig,ppl_var,bf,cs,hs,faithfulness,human_score,avg_length,avg_coverage,usd,trd_semantic,kpig_advanced,diagnostic_ori,diagnostic_ifi,diagnostic_pri,diagnosis,rouge1,rouge2,rougeL,judge_raw_outputs,faithfulness_raw_outputs
Qwen/Qwen2.5-7B-Instruct,crea_0002,creative,7,0.9259769283235073,0.92624622151285,0.02245921827852726,0.22221331709658598,0.0,0.0,0.561767313493734,0.549343890503115,1.0,1.0,161.85714285714286,0.26330532212885155,0.18299066894779015,0.02245921827852726,0.22221331709658598,0.5206487599337297,1.0,0.684771886384098,Internally Stable / Output-Sensitive,0.2624164773196467,0.08069512065612451,0.13172224134412924,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
Qwen/Qwen2.5-7B-Instruct,crea_0003,creative,8,0.8996557742357254,0.9479021832314033,0.031020648777484894,0.21058820418880103,0.0,0.0,0.28266996988846405,0.5711012469566665,1.0,0.95,153.0,0.1310483870967742,0.24120320084474733,0.031020648777484894,0.21058820418880103,0.5033272949939366,1.0,0.6696177162085875,Internally Stable / Output-Sensitive,0.12747818988870316,0.041706719301700626,0.07802140366018545,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
Qwen/Qwen2.5-7B-Instruct,crea_0004,creative,4,0.8244816139340401,0.9198223542755324,0.04907265305519104,0.21160126882520133,0.0,0.0,0.2679341400390142,0.6739382228906734,1.0,0.8500000000000001,145.5,0.13736263736263737,0.17643040541272903,0.04907265305519104,0.21160126882520133,0.4952012276183438,1.0,0.6623874010685951,Internally Stable / Output-Sensitive,0.16331350107581624,0.043019277522162204,0.0836683127401713,"[{""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
Qwen/Qwen2.5-7B-Instruct,dial_0000,dialogue,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4,3.0,1.0,0.44999999999999996,0.0,1.0,1.0,1.0,1.0,Robust,1.0,1.0,1.0,"[{""raw_output"": ""2"", ""score"": 0.4}]","[{""raw_label"": ""entailment"", ""score"": 1.0}]"
Qwen/Qwen2.5-7B-Instruct,dial_0001,dialogue,8,0.8771004900336266,0.7958559629713615,0.03813117742538452,0.30000000530599596,0.0,0.0,0.7978911511600018,0.49238831546374423,0.9375,0.6999999999999998,106.5,1.0,0.1644770989194514,0.03813117742538452,0.30000000530599596,0.5908764189044374,1.0,0.7428313247754926,Internally Stable / Output-Sensitive,0.11300445779054985,0.09604653072388004,0.11300445779054985,"[{""raw_output"": ""3"", ""score"": 0.6}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""2"", ""score"": 0.4}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""3"", ""score"": 0.6}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""neutral"", ""score"": 0.5}]"
Qwen/Qwen2.5-7B-Instruct,dial_0003,dialogue,4,0.9674027804285288,1.0,0.008930027484893799,0.3000000249511506,0.0,0.0,0.9940732568502426,0.0,1.0,0.5,7.25,1.0,0.337153739258647,0.008930027484893799,0.3000000249511506,0.6273487200861756,1.0,0.7710071140166621,Internally Stable / Output-Sensitive,1.0,1.0,1.0,"[{""raw_output"": ""2"", ""score"": 0.4}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""2"", ""score"": 0.4}, {""raw_output"": ""2"", ""score"": 0.4}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
Qwen/Qwen2.5-7B-Instruct,dial_0004,dialogue,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.4,4.0,1.0,0.34375,0.0,1.0,1.0,1.0,1.0,Robust,1.0,1.0,1.0,"[{""raw_output"": ""2"", ""score"": 0.4}]","[{""raw_label"": ""neutral"", ""score"": 0.5}]"
Qwen/Qwen2.5-7B-Instruct,qa_0000,qa,1,1.0,0.05617977528089886,0.0,0.8087876328861815,0.0,0.0,0.82270747423172,0.9420289855072463,1.0,1.0,155.0,1.0,0.06205238401889801,0.0,0.8087876328861815,0.19014643571998852,1.0,0.31953452115320236,Internally Stable / Output-Sensitive,0.07865168539325842,0.011363636363636364,0.05617977528089886,"[{""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}]"
Qwen/Qwen2.5-7B-Instruct,qa_0001,qa,2,0.8493780121207237,0.9476217199121074,0.030592381954193115,0.23756558246900863,0.0,0.0,0.4098721414804458,0.8634943181818182,1.0,1.0,152.5,0.1875,0.2667935456335544,0.030592381954193115,0.23756558246900863,0.5352225065037465,1.0,0.6972572434762444,Internally Stable / Output-Sensitive,0.26244343891402716,0.0730593607305936,0.12217194570135748,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
Qwen/Qwen2.5-7B-Instruct,qa_0002,qa,8,0.8360869735479355,0.747628028678416,0.05119709670543671,0.23829936067791466,0.0,0.0,0.2652651414275169,0.8592339201408494,1.0,1.0,165.0,0.0625,0.3227224110811948,0.05119709670543671,0.23829936067791466,0.513876370331147,1.0,0.6788881581112745,Internally Stable / Output-Sensitive,0.10727979424829379,0.016169643193467722,0.06781764924417706,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
Qwen/Qwen2.5-7B-Instruct,qa_0003,qa,6,0.8298073373734951,0.9146337765670406,0.05137641355395317,0.22856219475043044,0.0,0.0,0.2407835066318512,0.8917302422646708,1.0,1.0,163.33333333333334,0.0,0.33380283772945396,0.05137641355395317,0.22856219475043044,0.5176138535827844,1.0,0.6821417086577077,Internally Stable / Output-Sensitive,0.26876164463655466,0.0281470250695272,0.1482788125423963,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
Qwen/Qwen2.5-7B-Instruct,qa_0004,qa,6,0.8691128194332123,0.932263817362461,0.03926711156964302,0.2356844037511754,0.0,0.0,0.35125666374251957,0.8505714770621604,0.9166666666666666,0.9666666666666667,166.83333333333334,0.16666666666666666,0.2669150399168333,0.03926711156964302,0.2356844037511754,0.5328295949632528,1.0,0.695223522189401,Internally Stable / Output-Sensitive,0.30146553392539943,0.05251460812717037,0.1609791177602192,"[{""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
mistralai/Mistral-7B-Instruct-v0.3,summ_0000,summarization,4,0.88113047555089,0.8689195144982245,0.03296220302581787,0.2649722147567176,0.0,0.0,0.8314728513360023,0.08495276868957713,0.625,0.8,108.0,0.75,0.00028231181204319,0.03296220302581787,0.2649722147567176,0.5638705608451361,1.0,0.7211217794654476,Internally Stable / Output-Sensitive,0.44642386628506325,0.23979622818279606,0.22668934620720502,"[{""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""neutral"", ""score"": 0.5}]"
mistralai/Mistral-7B-Instruct-v0.3,summ_0001,summarization,8,0.9200099129229784,0.8817913012567704,0.024648532271385193,0.2690629078285057,0.0,0.0,0.799365502383028,0.3246299537359107,1.0,0.975,130.875,0.7678571428571428,0.07721810899674886,0.024648532271385193,0.2690629078285057,0.5744753923220604,1.0,0.7297356251148712,Internally Stable / Output-Sensitive,0.3418270101576527,0.09337990949250499,0.21593073451711933,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
mistralai/Mistral-7B-Instruct-v0.3,summ_0002,summarization,8,0.9128532949835062,0.8840781778234588,0.026884160935878754,0.26033295776363746,0.0,0.0,0.6949244190294008,0.27718501658322037,1.0,0.7999999999999999,141.25,0.5384615384615384,0.05836486465369284,0.026884160935878754,0.26033295776363746,0.5637415856561683,1.0,0.721016299402966,Internally Stable / Output-Sensitive,0.33483601555232617,0.10386728920734903,0.206946531370444,"[{""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
mistralai/Mistral-7B-Instruct-v0.3,summ_0003,summarization,8,0.8980577439069748,0.8547829881512837,0.031522661447525024,0.25403413150941107,0.0,0.0,0.6985525377094746,0.15308761358326478,0.5,0.75,125.5,0.59375,0.021283514238893964,0.031522661447525024,0.25403413150941107,0.5515393296122773,1.0,0.7109575878429127,Internally Stable / Output-Sensitive,0.27841620780806087,0.09820757742712291,0.14333600252312967,"[{""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""2"", ""score"": 0.4}]","[{""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""neutral"", ""score"": 0.5}]"
mistralai/Mistral-7B-Instruct-v0.3,summ_0004,summarization,8,0.8839790672063828,0.8205338939420922,0.035957179963588715,0.26137285092555607,0.0,0.0,0.7015714299465929,0.3666429610512251,0.875,0.85,123.25,0.6517857142857143,0.032108372636139304,0.035957179963588715,0.26137285092555607,0.5545375479513964,1.0,0.7134437488270104,Internally Stable / Output-Sensitive,0.27340480245462767,0.0858151479408416,0.18146438533946663,"[{""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
mistralai/Mistral-7B-Instruct-v0.3,crea_0000,creative,8,0.907950671389699,0.929921520139447,0.028418853878974915,0.2126892811498596,0.0,0.0,0.3126641929149628,0.5289392267888982,0.75,0.8250000000000001,123.75,0.1640625,0.16488726392388353,0.028418853878974915,0.2126892811498596,0.5058370124832221,1.0,0.671835010415987,Internally Stable / Output-Sensitive,0.16533081592362914,0.05138895810092643,0.09755716422950814,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""3"", ""score"": 0.6}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""2"", ""score"": 0.4}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""contradiction"", ""score"": 0.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""contradiction"", ""score"": 0.0}]"
mistralai/Mistral-7B-Instruct-v0.3,crea_0001,creative,8,0.8467074520885944,0.912734304119937,0.04779651015996933,0.21943045787403517,0.0,0.0,0.539921447634697,0.7586360994254266,0.9375,0.85,127.25,0.25,0.08796951249241824,0.04779651015996933,0.21943045787403517,0.507350060533046,1.0,0.6731681960507981,Internally Stable / Output-Sensitive,0.28113316716489845,0.07677511322962977,0.16058474053376487,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
mistralai/Mistral-7B-Instruct-v0.3,crea_0002,creative,7,0.9151920862495899,0.9347438458633097,0.02577444538474083,0.21967141231542134,0.0,0.0,0.48348849537659755,0.5310807894167804,1.0,0.9428571428571428,137.85714285714286,0.23249299719887956,0.1575593349754978,0.02577444538474083,0.21967141231542134,0.5167165129184534,1.0,0.6813620192269045,Internally Stable / Output-Sensitive,0.230911077591679,0.08057073834449366,0.12897249932500204,"[{""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
mistralai/Mistral-7B-Instruct-v0.3,crea_0003,creative,8,0.9085213989019394,0.9338190664319115,0.028240084648132324,0.20826239038940153,0.0,0.0,0.28357592268336207,0.5632677314706953,1.0,0.975,132.0,0.14213709677419353,0.26233986750004745,0.028240084648132324,0.20826239038940153,0.49985899950664864,1.0,0.6665413211122754,Internally Stable / Output-Sensitive,0.11516090579830307,0.04265846940475291,0.07210507244739629,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
mistralai/Mistral-7B-Instruct-v0.3,crea_0004,creative,4,0.8901763428002596,0.919647607496487,0.030414491891860962,0.20489015517497824,0.0,0.0,0.25288012055577813,0.6425837320574161,1.0,1.0,122.5,0.09890109890109891,0.3054214206853738,0.030414491891860962,0.20489015517497824,0.49244233506379725,1.0,0.6599147229936316,Internally Stable / Output-Sensitive,0.13937074115148745,0.03661810917481917,0.07620622051529428,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
mistralai/Mistral-7B-Instruct-v0.3,dial_0000,dialogue,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4,3.0,1.0,0.44999999999999996,0.0,1.0,1.0,1.0,1.0,Robust,1.0,1.0,1.0,"[{""raw_output"": ""2"", ""score"": 0.4}]","[{""raw_label"": ""entailment"", ""score"": 1.0}]"
mistralai/Mistral-7B-Instruct-v0.3,dial_0001,dialogue,8,0.7950666435062885,0.6207208264741557,0.0644477903842926,0.3000000128228494,0.0,0.0,0.9334036931395531,0.2286231884057971,0.875,0.275,15.625,1.0,0.588467950001359,0.0644477903842926,0.3000000128228494,0.5501301242693584,1.0,0.7097857343152503,Internally Stable / Output-Sensitive,0.6778388278388279,0.6441624895572264,0.6778388278388279,"[{""raw_output"": ""1"", ""score"": 0.2}, {""raw_output"": ""1"", ""score"": 0.2}, {""raw_output"": ""1"", ""score"": 0.2}, {""raw_output"": ""1"", ""score"": 0.2}, {""raw_output"": ""1"", ""score"": 0.2}, {""raw_output"": ""1"", ""score"": 0.2}, {""raw_output"": ""1"", ""score"": 0.2}, {""raw_output"": ""4"", ""score"": 0.8}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
mistralai/Mistral-7B-Instruct-v0.3,dial_0003,dialogue,4,0.7835385464131832,0.7188653735295276,0.06088864803314209,0.3000000163991799,0.0,0.0,0.9428792297840118,0.3125,0.875,0.45,11.0,1.0,0.2828471766412258,0.06088864803314209,0.3000000163991799,0.5661302352136299,1.0,0.7229669953168437,Internally Stable / Output-Sensitive,0.8049242424242424,0.7863636363636364,0.8049242424242424,"[{""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""2"", ""score"": 0.4}, {""raw_output"": ""2"", ""score"": 0.4}, {""raw_output"": ""1"", ""score"": 0.2}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""neutral"", ""score"": 0.5}]"
mistralai/Mistral-7B-Instruct-v0.3,dial_0004,dialogue,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.4,4.0,1.0,0.34375,0.0,1.0,1.0,1.0,1.0,Robust,1.0,1.0,1.0,"[{""raw_output"": ""2"", ""score"": 0.4}]","[{""raw_label"": ""neutral"", ""score"": 0.5}]"
mistralai/Mistral-7B-Instruct-v0.3,qa_0000,qa,1,1.0,0.07361963190184048,0.0,0.8128964022167893,0.0,0.0,0.833766758441925,0.9148936170212766,1.0,1.0,140.0,1.0,0.05818163454532621,0.0,0.8128964022167893,0.2379040313731297,1.0,0.3843658722223202,Internally Stable / Output-Sensitive,0.09815950920245399,0.012422360248447204,0.07361963190184048,"[{""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}]"
mistralai/Mistral-7B-Instruct-v0.3,qa_0001,qa,2,0.7372893765568733,0.6531852381982118,0.05400007963180542,0.23398948149430876,0.0,0.0,0.528431311249733,0.8378378378378378,1.0,1.0,118.5,0.25,0.27013329043984413,0.05400007963180542,0.23398948149430876,0.48673301155768284,1.0,0.6547685532962263,Internally Stable / Output-Sensitive,0.254320987654321,0.044230769230769226,0.13880070546737214,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
mistralai/Mistral-7B-Instruct-v0.3,qa_0002,qa,8,0.7796306014060974,0.8218054149936579,0.06948278099298477,0.2280716050558553,0.0,0.0,0.20005971193313596,0.8716100778629218,1.0,1.0,147.75,0.0,0.3681268602609634,0.06948278099298477,0.2280716050558553,0.502591434538302,1.0,0.6689661913223034,Internally Stable / Output-Sensitive,0.10381961837110895,0.013653636962159578,0.06484021580671606,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
